AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,CLASS
7019,439.102,213.3687,42.4913,0.98,94.535,0.964,7281,0.328,5.0215,0.4575,Basmati
6681,299.704,113.2681,75.6006,0.7447,92.2308,0.986,6776,0.758,1.4982,0.9347,Karacadag
5230,303.077,132.8543,50.7991,0.924,81.603,0.9752,5363,0.6245,2.6153,0.7155,Jasmine
5571,320.87,143.6028,50.0612,0.9373,84.2212,0.9731,5725,0.5004,2.8685,0.68,Jasmine
7133,398.398,186.373,49.5791,0.964,95.2996,0.9627,7409,0.5926,3.7591,0.5647,Basmati
5464,322.155,144.1073,49.5347,0.9391,83.4085,0.9691,5638,0.8016,2.9092,0.6616,Jasmine
11473,435.394,185.4004,79.3061,0.9039,120.8631,0.9803,11703,0.612,2.3378,0.7605,Ipsala
5581,332.294,153.5153,47.1149,0.9517,84.2968,0.9831,5677,0.8324,3.2583,0.6352,Jasmine
8826,464.329,218.5523,52.6065,0.9706,106.0076,0.9765,9038,0.3697,4.1545,0.5144,Basmati
7353,445.575,217.478,44.1185,0.9792,96.7581,0.9678,7598,0.3188,4.9294,0.4654,Basmati
5106,316.035,144.0971,45.9139,0.9479,80.6298,0.9831,5194,0.4605,3.1384,0.6424,Jasmine
5547,275.598,104.8386,68.3231,0.7585,84.0396,0.9856,5628,0.7025,1.5345,0.9177,Karacadag
7683,442.34,210.6427,47.1352,0.9746,98.9055,0.979,7848,0.3388,4.4689,0.4934,Basmati
15960,497.731,205.8776,99.9532,0.8742,142.5514,0.9865,16178,0.5972,2.0597,0.8096,Ipsala
13141,458.325,186.7667,90.9191,0.8735,129.3508,0.9733,13501,0.6614,2.0542,0.7861,Ipsala
6776,400.042,193.5051,44.9518,0.9726,92.8842,0.9769,6936,0.8006,4.3047,0.5321,Basmati
15318,504.552,208.4224,95.3609,0.8892,139.6549,0.9682,15821,0.5923,2.1856,0.7561,Ipsala
8654,452.835,210.9663,53.1338,0.9678,104.9696,0.9717,8906,0.4302,3.9705,0.5303,Basmati
6705,306.981,114.8573,75.6423,0.7525,92.3963,0.9767,6865,0.7301,1.5184,0.8941,Karacadag
5979,284.206,105.5677,72.8221,0.724,87.2508,0.9826,6085,0.7352,1.4497,0.9302,Karacadag
5803,332.431,150.0125,49.713,0.9435,85.957,0.9784,5931,0.5131,3.0176,0.6599,Jasmine
9194,474.812,227.9431,51.8518,0.9738,108.195,0.975,9430,0.8,4.3961,0.5125,Basmati
6835,313.143,122.1739,71.9668,0.8081,93.2877,0.984,6946,0.7005,1.6976,0.8759,Arborio
16297,506.824,209.2903,100.3768,0.8775,144.0486,0.9813,16607,0.6283,2.085,0.7973,Ipsala
5874,283.859,108.7729,69.2025,0.7715,86.4813,0.9864,5955,0.698,1.5718,0.9161,Karacadag
6460,298.199,108.5409,76.6602,0.7079,90.6925,0.9757,6621,0.6991,1.4159,0.9129,Karacadag
6570,301.431,114.8878,73.0838,0.7716,91.4614,0.9816,6693,0.765,1.572,0.9087,Karacadag
5605,327.398,147.0084,49.3903,0.9419,84.4779,0.9738,5756,0.4676,2.9765,0.6571,Jasmine
8851,463.558,220.2215,52.4433,0.9712,106.1576,0.9656,9166,0.5607,4.1992,0.5176,Basmati
13933,472.097,194.8898,92.3045,0.8807,133.1918,0.978,14247,0.614,2.1114,0.7856,Ipsala
5302,321.139,142.6495,48.6323,0.9401,82.1627,0.9658,5490,0.5554,2.9332,0.646,Jasmine
6472,300.465,111.0938,75.6069,0.7327,90.7767,0.9719,6659,0.7116,1.4694,0.9009,Karacadag
6542,302.697,114.0039,74.2274,0.759,91.2663,0.9728,6725,0.7687,1.5359,0.8972,Karacadag
5260,320.742,143.7718,47.8234,0.9431,81.8367,0.9611,5473,0.5956,3.0063,0.6425,Jasmine
8868,475.403,226.522,50.8889,0.9744,106.2595,0.9703,9139,0.3451,4.4513,0.4931,Basmati
9406,379.56,154.3815,78.4252,0.8614,109.4353,0.9783,9615,0.778,1.9685,0.8205,Arborio
8120,354.472,143.8332,72.7925,0.8625,101.6794,0.972,8354,0.5995,1.9759,0.8121,Arborio
9553,436.945,198.2639,62.2636,0.9494,110.2872,0.9762,9786,0.624,3.1843,0.6288,Jasmine
5824,343.219,153.4761,49.7734,0.946,86.1124,0.9612,6059,0.7375,3.0835,0.6213,Jasmine
8414,371.35,149.9385,72.5185,0.8753,103.5038,0.9644,8725,0.6187,2.0676,0.7667,Arborio
8357,433.223,198.3898,55.5228,0.96,103.1526,0.9665,8647,0.6218,3.5731,0.5595,Basmati
7177,422.351,201.081,46.4914,0.9729,95.5931,0.9621,7460,0.4125,4.3251,0.5056,Basmati
6377,403.483,196.1425,41.7058,0.9771,90.108,0.9736,6550,0.6558,4.703,0.4922,Basmati
6441,295.932,112.0208,73.7201,0.7529,90.559,0.9847,6541,0.7481,1.5195,0.9242,Karacadag
14503,487.419,208.2209,89.2683,0.9034,135.8889,0.9868,14697,0.7652,2.3325,0.7671,Ipsala
6154,310.925,130.7793,60.6162,0.8861,88.5184,0.9798,6281,0.7821,2.1575,0.7999,Arborio
6628,298.43,113.1561,75.0731,0.7482,91.8642,0.9885,6705,0.8069,1.5073,0.9352,Karacadag
11497,440.169,182.7338,81.1723,0.8959,120.9894,0.9745,11798,0.5664,2.2512,0.7457,Ipsala
14054,476.943,198.0547,91.5539,0.8867,133.7689,0.9855,14261,0.6297,2.1633,0.7764,Ipsala
15419,490.769,199.7383,99.6314,0.8667,140.1145,0.9753,15809,0.6652,2.0048,0.8045,Ipsala
7985,345.503,134.9353,75.7938,0.8273,100.8306,0.9768,8175,0.7715,1.7803,0.8406,Arborio
6214,289.831,110.8975,71.9138,0.7612,88.9489,0.9874,6293,0.7053,1.5421,0.9296,Karacadag
5934,284.207,110.8212,68.3872,0.7869,86.9218,0.9875,6009,0.7079,1.6205,0.9232,Karacadag
7530,430.586,204.7958,47.9783,0.9722,97.9157,0.9649,7804,0.512,4.2685,0.5104,Basmati
5774,339.38,149.9799,50.7176,0.9411,85.742,0.9706,5949,0.466,2.9572,0.63,Jasmine
7971,355.377,142.5507,72.8882,0.8594,100.7422,0.9652,8258,0.7583,1.9557,0.7931,Arborio
13709,461.201,187.6419,94.144,0.865,132.1168,0.9827,13951,0.6159,1.9931,0.8099,Ipsala
8157,443.39,211.0195,49.995,0.9715,101.9108,0.9768,8351,0.3642,4.2208,0.5214,Basmati
8253,361.788,152.1596,69.2061,0.8906,102.5088,0.981,8413,0.6696,2.1986,0.7923,Arborio
5817,333.855,145.3244,52.1017,0.9335,86.0606,0.9754,5964,0.4852,2.7892,0.6558,Jasmine
5968,289.547,110.4401,69.5996,0.7764,87.1705,0.9779,6103,0.7408,1.5868,0.8945,Karacadag
6158,289.995,111.9656,70.4222,0.7774,88.5472,0.987,6239,0.6911,1.5899,0.9202,Karacadag
5773,338.38,152.707,48.9067,0.9473,85.7345,0.9753,5919,0.4524,3.1224,0.6336,Jasmine
7845,343.311,140.0376,71.7848,0.8586,99.9428,0.9814,7994,0.8007,1.9508,0.8364,Arborio
15575,502.854,204.0462,98.3809,0.8761,140.8215,0.9775,15933,0.5973,2.074,0.774,Ipsala
5944,347.238,160.1405,48.3166,0.9534,86.995,0.972,6115,0.8283,3.3144,0.6195,Jasmine
14117,467.36,191.7616,94.7933,0.8693,134.0683,0.9882,14285,0.6366,2.0229,0.8122,Ipsala
6467,396.71,189.3019,43.7226,0.973,90.7416,0.9763,6624,0.6461,4.3296,0.5164,Basmati
8350,434.844,205.1428,52.9258,0.9661,103.1094,0.9696,8612,0.6691,3.876,0.5549,Basmati
